aircraftType_iataMain;aircraftType_iataSub;route;codeshares;flightStates;eu;visa;flightDirection;flightName;flightNumber;gate;pier;id;isOperationalFlight;mainFlight;prefixIATA;prefixICAO;airlineCode;aircraftRegistration;serviceType;terminal;estimatedLandingTime;lastUpdatedAt;actualLandingTime;scheduleDateTime;actualOffBlockTime;expectedTimeBoarding;expectedTimeGateClosing;expectedTimeGateOpen;expectedTimeOnBelt;expectedSecurityFilter;publicEstimatedOffBlockTime
737;73H;ZRH;codeshares;DEP;S;False;D;DL9432;9432;C8;C;143576110761940489;True;KL1917;DL;DAL;58;PHBCL;J;1.0;;2025-11-05 06:16:54.155000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 06:03:29+00:00;2025-11-05 05:25:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 04:55:00+00:00;;;
EMJ;E90;PRG;codeshares;DEP;S;False;D;DL9532;9532;B3;B;143576110761943227;True;KL1351;DL;DAL;58;DAGMP;J;1.0;;2025-11-05 06:06:21.256000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 05:54:39+00:00;2025-11-05 05:30:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 05:25:00+00:00;;;
EMJ;E90;DUS;codeshares;DEP;S;False;D;DL9565;9565;B7;B;143576110761943455;True;KL1797;DL;DAL;58;PHEZL;J;1.0;;2025-11-05 06:19:00.435000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 06:09:25+00:00;2025-11-05 05:30:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 05:25:00+00:00;;;
737;73H;FCO;codeshares;DEP;S;False;D;DL9579;9579;D78;D;143576110761943537;True;KL1601;DL;DAL;58;PHHSD;J;1.0;;2025-11-05 06:12:34.261000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 06:01:09+00:00;2025-11-05 05:25:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 04:55:00+00:00;;;
EMJ;E90;BRU;codeshares;DEP;S;False;D;DL9606;9606;B6;B;143576110761945751;True;KL1701;DL;DAL;58;PHEZP;J;1.0;;2025-11-05 06:17:53.409000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 06:09:39+00:00;2025-11-05 05:30:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 05:25:00+00:00;;;
737;73H;GVA;codeshares;DEP;S;False;D;DL9618;9618;D63;D;143576110761945829;True;KL1929;DL;DAL;58;PHBXN;J;1.0;;2025-11-05 06:01:06.878000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 05:50:51+00:00;2025-11-05 05:25:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 04:55:00+00:00;;;
737;73H;FCO;codeshares;DEP;S;False;D;GF5205;5205;D78;D;143576111155103383;True;KL1601;GF;GFA;528;PHHSD;J;1.0;;2025-11-05 06:12:34.261000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 06:01:09+00:00;2025-11-05 05:25:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 04:55:00+00:00;;;
32S;32Q;BEY;codeshares;DEP;N;False;D;HV6307;6307;E8;E;143576111353868497;True;HV6307;HV;TRA;164;PHYHC;J;1.0;;2025-11-05 06:39:28.652000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 06:26:44+00:00;;;;;;
737;73H;GVA;codeshares;DEP;S;False;D;KE6417;6417;D63;D;143576111706213577;True;KL1929;KE;KAL;105;PHBXN;J;1.0;;2025-11-05 06:01:06.878000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 05:50:51+00:00;2025-11-05 05:25:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 04:55:00+00:00;;;
EMJ;E7W;HAM;codeshares;DEP;S;False;D;KE6435;6435;B8;B;143576111706213721;True;KL1751;KE;KAL;105;PHEXH;J;1.0;;2025-11-05 06:05:14.190000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 05:51:32+00:00;2025-11-05 05:30:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 05:25:00+00:00;;;
EMJ;295;ARN;codeshares;DEP;S;False;D;KL1215;1215;B26;B;143576111731939821;True;KL1215;KL;KLM;100;PHNXR;J;1.0;;2025-11-05 06:13:53.987000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 06:01:23+00:00;2025-11-05 05:30:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 05:25:00+00:00;;;
EMJ;E90;PRG;codeshares;DEP;S;False;D;KL1351;1351;B3;B;143576111731942847;True;KL1351;KL;KLM;100;DAGMP;J;1.0;;2025-11-05 06:06:21.256000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 05:54:39+00:00;2025-11-05 05:30:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 05:25:00+00:00;;;
737;73H;CDG;codeshares;DEP;S;False;D;KL1401;1401;C6;C;143576111731945215;True;KL1401;KL;KLM;100;PHBCH;J;1.0;;2025-11-05 06:15:05.756000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 06:04:45+00:00;2025-11-05 05:25:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 04:55:00+00:00;;;
737;73H;FCO;codeshares;DEP;S;False;D;KL1601;1601;D78;D;143576111731950691;True;KL1601;KL;KLM;100;PHHSD;J;1.0;;2025-11-05 06:12:34.261000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 06:01:09+00:00;2025-11-05 05:25:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 04:55:00+00:00;;;
EMJ;E90;BRU;codeshares;DEP;S;False;D;KL1701;1701;B6;B;143576111731953429;True;KL1701;KL;KLM;100;PHEZP;J;1.0;;2025-11-05 06:17:53.409000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 06:09:39+00:00;2025-11-05 05:30:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 05:25:00+00:00;;;
EMJ;E7W;HAM;codeshares;DEP;S;False;D;KL1751;1751;B8;B;143576111731953799;True;KL1751;KL;KLM;100;PHEXH;J;1.0;;2025-11-05 06:05:14.190000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 05:51:32+00:00;2025-11-05 05:30:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 05:25:00+00:00;;;
EMJ;E90;DUS;codeshares;DEP;S;False;D;KL1797;1797;B7;B;143576111731954107;True;KL1797;KL;KLM;100;PHEZL;J;1.0;;2025-11-05 06:19:00.435000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 06:09:25+00:00;2025-11-05 05:30:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 05:25:00+00:00;;;
737;73H;ZRH;codeshares;DEP;S;False;D;KL1917;1917;C8;C;143576111731958991;True;KL1917;KL;KLM;100;PHBCL;J;1.0;;2025-11-05 06:16:54.155000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 06:03:29+00:00;2025-11-05 05:25:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 04:55:00+00:00;;;
737;73H;GVA;codeshares;DEP;S;False;D;KL1929;1929;D63;D;143576111731959069;True;KL1929;KL;KLM;100;PHBXN;J;1.0;;2025-11-05 06:01:06.878000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 05:50:51+00:00;2025-11-05 05:25:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 04:55:00+00:00;;;
32S;32Q;BEY;codeshares;DEP;N;False;D;KL2758;2758;E8;E;143576111732055119;True;HV6307;KL;KLM;100;PHYHC;J;1.0;;2025-11-05 06:39:28.652000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 06:26:44+00:00;;;;;;
EMJ;295;ARN;codeshares;DEP;S;False;D;MF9308;9308;B26;B;143576111987638835;True;KL1215;MF;CXA;1551;PHNXR;J;1.0;;2025-11-05 06:13:53.987000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 06:01:23+00:00;2025-11-05 05:30:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 05:25:00+00:00;;;
EMJ;E90;BRU;codeshares;DEP;S;False;D;MF9353;9353;B6;B;143576111987639195;True;KL1701;MF;CXA;1551;PHEZP;J;1.0;;2025-11-05 06:17:53.409000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 06:09:39+00:00;2025-11-05 05:30:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 05:25:00+00:00;;;
EMJ;E90;DUS;codeshares;DEP;S;False;D;MF9385;9385;B7;B;143576111987639421;True;KL1797;MF;CXA;1551;PHEZL;J;1.0;;2025-11-05 06:19:00.435000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 06:09:25+00:00;2025-11-05 05:30:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 05:25:00+00:00;;;
737;73H;FCO;codeshares;DEP;S;False;D;MF9395;9395;D78;D;143576111987639495;True;KL1601;MF;CXA;1551;PHHSD;J;1.0;;2025-11-05 06:12:34.261000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 06:01:09+00:00;2025-11-05 05:25:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 04:55:00+00:00;;;
737;73H;GVA;codeshares;DEP;S;False;D;MF9616;9616;D63;D;143576111987647119;True;KL1929;MF;CXA;1551;PHBXN;J;1.0;;2025-11-05 06:01:06.878000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 05:50:51+00:00;2025-11-05 05:25:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 04:55:00+00:00;;;
737;73H;ZRH;codeshares;DEP;S;False;D;MF9724;9724;C8;C;143576111987649927;True;KL1917;MF;CXA;1551;PHBCL;J;1.0;;2025-11-05 06:16:54.155000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 06:03:29+00:00;2025-11-05 05:25:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 04:55:00+00:00;;;
737;73H;CDG;codeshares;DEP;S;False;D;MU1555;1555;C6;C;143576112043059057;True;KL1401;MU;CES;1294;PHBCH;J;1.0;;2025-11-05 06:15:05.756000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 06:04:45+00:00;2025-11-05 05:25:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 04:55:00+00:00;;;
EMJ;E90;DUS;codeshares;DEP;S;False;D;MU1579;1579;B7;B;143576112043059213;True;KL1797;MU;CES;1294;PHEZL;J;1.0;;2025-11-05 06:19:00.435000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 06:09:25+00:00;2025-11-05 05:30:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 05:25:00+00:00;;;
EMJ;E7W;HAM;codeshares;DEP;S;False;D;MU1605;1605;B8;B;143576112043061425;True;KL1751;MU;CES;1294;PHEXH;J;1.0;;2025-11-05 06:05:14.190000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 05:51:32+00:00;2025-11-05 05:30:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 05:25:00+00:00;;;
737;73H;ZRH;codeshares;DEP;S;False;D;MU1781;1781;C8;C;143576112043064747;True;KL1917;MU;CES;1294;PHBCL;J;1.0;;2025-11-05 06:16:54.155000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 06:03:29+00:00;2025-11-05 05:25:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 04:55:00+00:00;;;
737;73H;GVA;codeshares;DEP;S;False;D;MU1785;1785;D63;D;143576112043064755;True;KL1929;MU;CES;1294;PHBXN;J;1.0;;2025-11-05 06:01:06.878000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 05:50:51+00:00;2025-11-05 05:25:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 04:55:00+00:00;;;
EMJ;295;ARN;codeshares;DEP;S;False;D;MU1799;1799;B26;B;143576112043064837;True;KL1215;MU;CES;1294;PHNXR;J;1.0;;2025-11-05 06:13:53.987000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 06:01:23+00:00;2025-11-05 05:30:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 05:25:00+00:00;;;
EMJ;E90;BRU;codeshares;DEP;S;False;D;MU1833;1833;B6;B;143576112043067119;True;KL1701;MU;CES;1294;PHEZP;J;1.0;;2025-11-05 06:17:53.409000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 06:09:39+00:00;2025-11-05 05:30:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 05:25:00+00:00;;;
EMJ;295;ARN;codeshares;DEP;S;False;D;SK6639;6639;B26;B;143576112838212449;True;KL1215;SK;SAS;150;PHNXR;J;1.0;;2025-11-05 06:13:53.987000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 06:01:23+00:00;2025-11-05 05:30:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 05:25:00+00:00;;;
737;73H;CDG;codeshares;DEP;S;False;D;VN3107;3107;C6;C;143576113265203323;True;KL1401;VN;HVN;2328;PHBCH;J;1.0;;2025-11-05 06:15:05.756000+00:00;;2025-11-05 05:55:00+00:00;2025-11-05 06:04:45+00:00;2025-11-05 05:25:00+00:00;2025-11-05 05:40:00+00:00;2025-11-05 04:55:00+00:00;;;
32S;320;LHR;;DEP;N;False;D;BA449;449;D16;D;143576110166159991;True;BA449;BA;BAW;31;GEUUM;J;3.0;;2025-11-05 06:08:48.496000+00:00;;2025-11-05 06:00:00+00:00;2025-11-05 05:57:28+00:00;;;;;;
32S;32N;AGP;;DEP;S;False;D;EJU7889;7889;M5;M;143576137284875685;True;EJU7889;EC;EJU;5151;OELSM;J;3.0;;2025-11-05 06:04:41.197000+00:00;;2025-11-05 06:00:00+00:00;2025-11-05 05:52:12+00:00;;;;;;2025-11-05 06:00:00+00:00
32S;32Q;BCN;codeshares;DEP;S;False;D;HV5131;5131;D82;D;143576111353761925;True;HV5131;HV;TRA;164;PHYHS;J;1.0;;2025-11-05 06:11:40.360000+00:00;;2025-11-05 06:00:00+00:00;2025-11-05 05:58:43+00:00;;;;;;
737;73H;IBZ;codeshares;DEP;S;False;D;HV5673;5673;C16;C;143576111353775915;True;HV5673;HV;TRA;164;PHHBN;J;1.0;;2025-11-05 06:09:59.771000+00:00;;2025-11-05 06:00:00+00:00;2025-11-05 05:59:58+00:00;;;;;;
32S;32N;BCN;codeshares;DEP;S;False;D;IB5222;5222;B23;B;143576111417486065;True;VY8308;IB;IBE;92;ECNDB;J;1.0;;2025-11-05 06:22:04.929000+00:00;;2025-11-05 06:00:00+00:00;2025-11-05 06:10:07+00:00;;;;;;
32S;32Q;BCN;codeshares;DEP;S;False;D;KL2677;2677;D82;D;143576111732052527;True;HV5131;KL;KLM;100;PHYHS;J;1.0;;2025-11-05 06:11:40.360000+00:00;;2025-11-05 06:00:00+00:00;2025-11-05 05:58:43+00:00;;;;;;
737;73H;IBZ;codeshares;DEP;S;False;D;KL2681;2681;C16;C;143576111732052589;True;HV5673;KL;KLM;100;PHHBN;J;1.0;;2025-11-05 06:09:59.771000+00:00;;2025-11-05 06:00:00+00:00;2025-11-05 05:59:58+00:00;;;;;;
32S;32N;BCN;codeshares;DEP;S;False;D;LA5745;5745;B23;B;143576111829815329;True;VY8308;LA;LAN;2697;ECNDB;J;1.0;;2025-11-05 06:22:04.929000+00:00;;2025-11-05 06:00:00+00:00;2025-11-05 06:10:07+00:00;;;;;;
EMJ;E95;WAW;;DEP;S;False;D;LO270;270;B36;B;143576110205056223;True;LO270;LO;LOT;111;SPLNI;J;1.0;;2025-11-05 06:08:10.195000+00:00;;2025-11-05 06:00:00+00:00;2025-11-05 05:53:48+00:00;;;;;;2025-11-05 06:00:00+00:00
32S;32N;ZRH;;DEP;S;False;D;LX737;737;B27;B;143576110205981385;True;LX737;LX;SWR;50;HBJDF;J;1.0;;2025-11-05 06:15:13.555000+00:00;;2025-11-05 06:00:00+00:00;2025-11-05 06:03:25+00:00;;;;;;
737;7M8;BRU;;DEP;S;False;D;OR093;93;;;143576110216599785;True;OR093;OR;TFL;231;OOTMF;P;;;2025-11-05 06:50:14.203000+00:00;;2025-11-05 06:00:00+00:00;2025-11-05 06:42:33+00:00;;;;;;
737;73W;BRU;;DEP;S;False;D;OR095;95;;;143576110216599789;True;OR095;OR;TFL;231;OOJAL;P;;;2025-11-05 06:25:02.047000+00:00;;2025-11-05 06:00:00+00:00;2025-11-05 06:12:48+00:00;;;;;;
32S;32N;BCN;codeshares;DEP;S;False;D;QR4687;4687;B23;B;143576112586872629;True;VY8308;QR;QTR;356;ECNDB;J;1.0;;2025-11-05 06:22:04.929000+00:00;;2025-11-05 06:00:00+00:00;2025-11-05 06:10:07+00:00;;;;;;
32S;32N;CPH;;DEP;S;False;D;SK550;550;C10;C;143576110230897319;True;SK550;SK;SAS;150;SEROF;J;1.0;;2025-11-05 06:11:14.661000+00:00;;2025-11-05 06:00:00+00:00;2025-11-05 05:59:01+00:00;;;;;;
32S;32Q;LIS;;DEP;S;False;D;TP675;675;C18;C;143576110235155067;True;TP675;TP;TAP;163;CSTJP;J;1.0;;2025-11-05 06:28:26.402000+00:00;;2025-11-05 06:00:00+00:00;2025-11-05 06:18:12+00:00;;;;;;
32S;32N;BCN;codeshares;DEP;S;False;D;VY8308;8308;B23;B;143576113306946873;True;VY8308;VY;VLG;263;ECNDB;J;1.0;;2025-11-05 06:22:04.929000+00:00;;2025-11-05 06:00:00+00:00;2025-11-05 06:10:07+00:00;;;;;;
787;781;YYZ;codeshares;ARR,EXP;N;False;A;AF8266;8266;E9;E;143576110323280262;True;KL0692;AF;AFR;80;PHBKA;J;2.0;2025-11-05 05:49:58+00:00;2025-11-05 07:22:29.128000+00:00;2025-11-05 05:50:11+00:00;2025-11-05 06:05:00+00:00;;;;;2025-11-05 06:43:12.688000+00:00;;
787;781;YYZ;codeshares;ARR,EXP;N;False;A;DL9699;9699;E9;E;143576110761946422;True;KL0692;DL;DAL;58;PHBKA;J;2.0;2025-11-05 05:49:58+00:00;2025-11-05 07:22:29.128000+00:00;2025-11-05 05:50:11+00:00;2025-11-05 06:05:00+00:00;;;;;2025-11-05 06:43:12.688000+00:00;;
737;73H;LPA;codeshares;DEP;S;False;D;HV6457;6457;D66;D;143576111353871605;True;HV6457;HV;TRA;164;PHHXM;J;1.0;;2025-11-05 06:26:58.294000+00:00;;2025-11-05 06:05:00+00:00;2025-11-05 06:16:13+00:00;;;;;;
787;781;YYZ;codeshares;ARR,EXP;N;False;A;KL0692;692;E9;E;143576111731850052;True;KL0692;KL;KLM;100;PHBKA;J;2.0;2025-11-05 05:49:58+00:00;2025-11-05 07:22:29.128000+00:00;2025-11-05 05:50:11+00:00;2025-11-05 06:05:00+00:00;;;;;2025-11-05 06:43:12.688000+00:00;;
737;73H;LPA;codeshares;DEP;S;False;D;KL2761;2761;D66;D;143576111732055179;True;HV6457;KL;KLM;100;PHHXM;J;1.0;;2025-11-05 06:26:58.294000+00:00;;2025-11-05 06:05:00+00:00;2025-11-05 06:16:13+00:00;;;;;;
737;7M8;BJL,SID;;DEP;N;False;D;OR3805;3805;D26;D;143576112309400375;True;OR3805;OR;TFL;231;PHTFN;J;3.0;;2025-11-05 06:19:59.118000+00:00;;2025-11-05 06:05:00+00:00;2025-11-05 06:10:03+00:00;;;;;;
32S;320;VIE;;DEP;S;False;D;OS320;320;B31;B;143576110216708781;True;OS320;OS;AUA;21;OELZC;J;1.0;;2025-11-05 06:09:55.023000+00:00;;2025-11-05 06:05:00+00:00;2025-11-05 05:58:27+00:00;;;;;;
787;781;YYZ;codeshares;ARR,EXP;N;False;A;VS7164;7164;E9;E;143576113284350594;True;KL0692;VS;VIR;181;PHBKA;J;2.0;2025-11-05 05:49:58+00:00;2025-11-05 07:22:29.128000+00:00;2025-11-05 05:50:11+00:00;2025-11-05 06:05:00+00:00;;;;;2025-11-05 06:43:12.688000+00:00;;
EMJ;E90;BRU;codeshares;ARR,EXP;S;False;A;6E3305;3305;A4;A;143576114757040950;True;KL1700;6E;IGO;5300;PHEXE;J;2.0;2025-11-05 05:54:30+00:00;2025-11-05 08:34:42.164000+00:00;2025-11-05 05:54:18+00:00;2025-11-05 06:10:00+00:00;;;;;2025-11-05 06:39:42.162000+00:00;;
EMJ;E90;DUS;codeshares;ARR,EXP;S;False;A;6E3320;3320;A4;A;143576114757041088;True;KL1796;6E;IGO;5300;DAWSI;J;2.0;2025-11-05 05:52:27+00:00;2025-11-05 08:22:44.138000+00:00;2025-11-05 05:52:27+00:00;2025-11-05 06:10:00+00:00;;;;;2025-11-05 07:55:04.352000+00:00;;
EMJ;E90;HAJ;codeshares;ARR;S;False;A;6E3338;3338;A4;A;143576114757041178;True;KL1786;6E;IGO;5300;PHEZE;J;2.0;2025-11-05 06:04:39+00:00;2025-11-05 07:49:50.144000+00:00;2025-11-05 06:04:23+00:00;2025-11-05 06:10:00+00:00;;;;;2025-11-05 07:24:33.456000+00:00;;
737;73J;HAM;codeshares;ARR,EXP;S;False;A;6E3341;3341;C11;C;143576114757041238;True;KL1750;6E;IGO;5300;PHBXO;J;2.0;2025-11-05 05:56:16+00:00;2025-11-05 08:38:25.155000+00:00;2025-11-05 05:55:57+00:00;2025-11-05 06:10:00+00:00;;;;;2025-11-05 06:38:25.185000+00:00;;
EMJ;E7W;BRE;codeshares;ARR,EXP;S;False;A;AF3142;3142;A4;A;143576110322770838;True;KL1760;AF;AFR;80;PHEXT;J;2.0;2025-11-05 05:48:07+00:00;2025-11-05 08:25:54.156000+00:00;2025-11-05 05:48:07+00:00;2025-11-05 06:10:00+00:00;;;;;2025-11-05 08:00:50.128000+00:00;;
787;781;NBO;codeshares;ARR,EXP;N;False;A;AF5191;5191;F4;F;143576110322973818;True;KL0566;AF;AFR;80;PHBKG;J;3.0;2025-11-05 05:29:23+00:00;2025-11-05 07:14:40.088000+00:00;2025-11-05 05:29:26+00:00;2025-11-05 06:10:00+00:00;;;;;2025-11-05 06:30:35.443000+00:00;;
737;73J;HAM;codeshares;ARR,EXP;S;False;A;AM6246;6246;C11;C;143576110349315756;True;KL1750;AM;AMX;794;PHBXO;J;2.0;2025-11-05 05:56:16+00:00;2025-11-05 08:38:25.155000+00:00;2025-11-05 05:55:57+00:00;2025-11-05 06:10:00+00:00;;;;;2025-11-05 06:38:25.185000+00:00;;
EMJ;E7W;BRE;codeshares;ARR,EXP;S;False;A;AM6369;6369;A4;A;143576110349318648;True;KL1760;AM;AMX;794;PHEXT;J;2.0;2025-11-05 05:48:07+00:00;2025-11-05 08:25:54.156000+00:00;2025-11-05 05:48:07+00:00;2025-11-05 06:10:00+00:00;;;;;2025-11-05 08:00:50.128000+00:00;;
EMJ;E90;HAJ;codeshares;ARR;S;False;A;AM6372;6372;A4;A;143576110349318708;True;KL1786;AM;AMX;794;PHEZE;J;2.0;2025-11-05 06:04:39+00:00;2025-11-05 07:49:50.144000+00:00;2025-11-05 06:04:23+00:00;2025-11-05 06:10:00+00:00;;;;;2025-11-05 07:24:33.456000+00:00;;
EMJ;E90;BRU;codeshares;ARR,EXP;S;False;A;AM6373;6373;A4;A;143576110349318710;True;KL1700;AM;AMX;794;PHEXE;J;2.0;2025-11-05 05:54:30+00:00;2025-11-05 08:34:42.164000+00:00;2025-11-05 05:54:18+00:00;2025-11-05 06:10:00+00:00;;;;;2025-11-05 06:39:42.162000+00:00;;
737;73J;HAM;codeshares;ARR,EXP;S;False;A;DL9268;9268;C11;C;143576110761935246;True;KL1750;DL;DAL;58;PHBXO;J;2.0;2025-11-05 05:56:16+00:00;2025-11-05 08:38:25.155000+00:00;2025-11-05 05:55:57+00:00;2025-11-05 06:10:00+00:00;;;;;2025-11-05 06:38:25.185000+00:00;;
EMJ;E90;LCY;codeshares;DEP;N;False;D;DL9319;9319;D6;D;143576110761937617;True;KL0977;DL;DAL;58;PHEXV;J;2.0;;2025-11-05 06:21:02.036000+00:00;;2025-11-05 06:10:00+00:00;2025-11-05 06:10:39+00:00;2025-11-05 05:45:00+00:00;2025-11-05 05:55:00+00:00;2025-11-05 05:40:00+00:00;;;
787;781;NBO;codeshares;ARR,EXP;N;False;A;DL9433;9433;F4;F;143576110761940490;True;KL0566;DL;DAL;58;PHBKG;J;3.0;2025-11-05 05:29:23+00:00;2025-11-05 07:14:40.088000+00:00;2025-11-05 05:29:26+00:00;2025-11-05 06:10:00+00:00;;;;;2025-11-05 06:30:35.443000+00:00;;
EMJ;E7W;BRE;codeshares;ARR,EXP;S;False;A;DL9460;9460;A4;A;143576110761940706;True;KL1760;DL;DAL;58;PHEXT;J;2.0;2025-11-05 05:48:07+00:00;2025-11-05 08:25:54.156000+00:00;2025-11-05 05:48:07+00:00;2025-11-05 06:10:00+00:00;;;;;2025-11-05 08:00:50.128000+00:00;;
EMJ;E90;BRU;codeshares;ARR,EXP;S;False;A;DL9524;9524;A4;A;143576110761943156;True;KL1700;DL;DAL;58;PHEXE;J;2.0;2025-11-05 05:54:30+00:00;2025-11-05 08:34:42.164000+00:00;2025-11-05 05:54:18+00:00;2025-11-05 06:10:00+00:00;;;;;2025-11-05 06:39:42.162000+00:00;;
EMJ;E90;HAJ;codeshares;ARR;S;False;A;DL9531;9531;A4;A;143576110761943224;True;KL1786;DL;DAL;58;PHEZE;J;2.0;2025-11-05 06:04:39+00:00;2025-11-05 07:49:50.144000+00:00;2025-11-05 06:04:23+00:00;2025-11-05 06:10:00+00:00;;;;;2025-11-05 07:24:33.456000+00:00;;
EMJ;E7W;LUX;codeshares;ARR,EXP;S;False;A;DL9609;9609;A4;A;143576110761945756;True;KL1708;DL;DAL;58;PHEXS;J;2.0;2025-11-05 05:57:41+00:00;2025-11-05 07:37:39.137000+00:00;2025-11-05 05:57:40+00:00;2025-11-05 06:10:00+00:00;;;;;2025-11-05 07:12:37.490000+00:00;;
EMJ;E90;DUS;codeshares;ARR,EXP;S;False;A;DL9668;9668;A4;A;143576110761946198;True;KL1796;DL;DAL;58;DAWSI;J;2.0;2025-11-05 05:52:27+00:00;2025-11-05 08:22:44.138000+00:00;2025-11-05 05:52:27+00:00;2025-11-05 06:10:00+00:00;;;;;2025-11-05 07:55:04.352000+00:00;;
32S;32N;MAD;codeshares;DEP;S;False;D;IB740;740;C12;C;143576110192507747;True;IB740;IB;IBE;92;ECNTO;J;1.0;;2025-11-05 06:30:40.448000+00:00;;2025-11-05 06:10:00+00:00;2025-11-05 06:27:43+00:00;;;;;;
32S;32N;MAD;codeshares;DEP;S;False;D;JL9418;9418;C12;C;143576111594067837;True;IB740;JL;JAL;97;ECNTO;J;1.0;;2025-11-05 06:30:40.448000+00:00;;2025-11-05 06:10:00+00:00;2025-11-05 06:27:43+00:00;;;;;;
787;781;NBO;codeshares;ARR,EXP;N;False;A;KL0566;566;F4;F;143576111731847100;True;KL0566;KL;KLM;100;PHBKG;J;3.0;2025-11-05 05:29:23+00:00;2025-11-05 07:14:40.088000+00:00;2025-11-05 05:29:26+00:00;2025-11-05 06:10:00+00:00;;;;;2025-11-05 06:30:35.443000+00:00;;
EMJ;E90;LCY;codeshares;DEP;N;False;D;KL0977;977;D6;D;143576111731858129;True;KL0977;KL;KLM;100;PHEXV;J;2.0;;2025-11-05 06:21:02.036000+00:00;;2025-11-05 06:10:00+00:00;2025-11-05 06:10:39+00:00;2025-11-05 05:45:00+00:00;2025-11-05 05:55:00+00:00;2025-11-05 05:40:00+00:00;;;
EMJ;E90;BRU;codeshares;ARR,EXP;S;False;A;KL1700;1700;A4;A;143576111731953426;True;KL1700;KL;KLM;100;PHEXE;J;2.0;2025-11-05 05:54:30+00:00;2025-11-05 08:34:42.164000+00:00;2025-11-05 05:54:18+00:00;2025-11-05 06:10:00+00:00;;;;;2025-11-05 06:39:42.162000+00:00;;
